Category,Text Size [MB],Pattern Length,Alphabet Size,Time [ms],Speed [GB/s],Algorithm,Best Algo
rand2,1.0,8,2,4.87,0.20052618069815195,AOSO2,
rand2,1.0,16,2,1.19,0.820640756302521,AOSO2,
rand2,1.0,32,2,0.56,1.743861607142857,AOSO2,AOSO2
rand2,1.0,64,2,0.58,1.683728448275862,AOSO2,AOSO2
rand2,1.0,128,2,0.57,1.7132675438596492,AOSO2,AOSO2
rand2,1.0,256,2,0.67,1.4575559701492535,AOSO2,
rand2,1.0,8,2,5.89,0.16580008488964348,BM,
rand2,1.0,16,2,4.92,0.19848831300813008,BM,
rand2,1.0,32,2,3.33,0.293262012012012,BM,
rand2,1.0,64,2,2.0,0.48828125,BM,
rand2,1.0,128,2,1.71,0.5710891812865497,BM,
rand2,1.0,256,2,1.51,0.6467301324503312,BM,
rand2,1.0,8,2,4.33,0.22553406466512702,BMH-SBNDM,
rand2,1.0,16,2,4.16,0.23475060096153844,BMH-SBNDM,
rand2,1.0,32,2,1.43,0.6829108391608393,BMH-SBNDM,
rand2,1.0,64,2,0.95,1.0279605263157894,BMH-SBNDM,
rand2,1.0,128,2,1.96,0.49824617346938777,BMH-SBNDM,
rand2,1.0,256,2,1.41,0.6925975177304965,BMH-SBNDM,
rand2,1.0,8,2,4.08,0.23935355392156862,BNDM,
rand2,1.0,16,2,1.65,0.5918560606060607,BNDM,
rand2,1.0,32,2,0.68,1.4361213235294117,BNDM,
rand2,1.0,64,2,1.28,0.762939453125,BNDM,
rand2,1.0,128,2,1.19,0.820640756302521,BNDM,
rand2,1.0,256,2,1.21,0.8070764462809917,BNDM,
rand2,1.0,8,2,12.7,0.07689468503937008,FAOSO4,
rand2,1.0,16,2,3.87,0.25234173126614984,FAOSO4,
rand2,1.0,32,2,0.77,1.268262987012987,FAOSO4,
rand2,1.0,64,2,0.62,1.575100806451613,FAOSO4,
rand2,1.0,128,2,1.14,0.8566337719298246,FAOSO4,
rand2,1.0,256,2,0.64,1.52587890625,FAOSO4,
rand2,1.0,8,2,5.5,0.17755681818181818,FS,
rand2,1.0,16,2,4.26,0.2292400234741784,FS,
rand2,1.0,32,2,2.23,0.43792040358744394,FS,
rand2,1.0,64,2,1.77,0.5517302259887006,FS,
rand2,1.0,128,2,1.57,0.622014331210191,FS,
rand2,1.0,256,2,0.91,1.0731456043956042,FS,
rand2,1.0,8,2,4.19,0.2330698090692124,FSBNDM,
rand2,1.0,16,2,1.62,0.6028163580246914,FSBNDM,
rand2,1.0,32,2,1.09,0.8959288990825688,FSBNDM,
rand2,1.0,64,2,0.58,1.683728448275862,FSBNDM,FSBNDM
rand2,1.0,128,2,0.69,1.415307971014493,FSBNDM,
rand2,1.0,256,2,0.59,1.6551906779661019,FSBNDM,FSBNDM
rand2,1.0,8,2,8.48,0.11516067216981131,HOR,
rand2,1.0,16,2,8.5,0.11488970588235294,HOR,
rand2,1.0,32,2,7.75,0.12600806451612903,HOR,
rand2,1.0,64,2,10.24,0.095367431640625,HOR,
rand2,1.0,128,2,10.04,0.0972671812749004,HOR,
rand2,1.0,256,2,9.96,0.09804844377510039,HOR,
rand2,1.0,8,2,0.97,1.0067654639175259,KR,
rand2,1.0,16,2,1.02,0.9574142156862745,KR,
rand2,1.0,32,2,2.1,0.46502976190476186,KR,
rand2,1.0,64,2,1.32,0.7398200757575758,KR,
rand2,1.0,128,2,1.51,0.6467301324503312,KR,
rand2,1.0,256,2,1.05,0.9300595238095237,KR,
rand2,1.0,8,2,5.25,0.18601190476190474,LBNDM,
rand2,1.0,16,2,3.11,0.3140072347266881,LBNDM,
rand2,1.0,32,2,1.3,0.751201923076923,LBNDM,
rand2,1.0,64,2,1.83,0.5336407103825136,LBNDM,
rand2,1.0,128,2,9.11,0.10719676180021954,LBNDM,
rand2,1.0,256,2,21.45,0.04552738927738928,LBNDM,
rand2,1.0,8,2,7.76,0.12584568298969073,RAITA,
rand2,1.0,16,2,9.11,0.10719676180021954,RAITA,
rand2,1.0,32,2,8.24,0.11851486650485438,RAITA,
rand2,1.0,64,2,8.68,0.11250720046082949,RAITA,
rand2,1.0,128,2,8.42,0.1159812945368171,RAITA,
rand2,1.0,256,2,9.57,0.10204414838035528,RAITA,
rand2,1.0,8,2,0.74,1.319679054054054,SO,SO
rand2,1.0,16,2,0.72,1.3563368055555556,SO,SO
rand2,1.0,32,2,0.83,1.176581325301205,SO,
rand2,1.0,64,2,0.68,1.4361213235294117,SO,
rand2,1.0,128,2,0.81,1.2056327160493827,SO,
rand2,1.0,256,2,1.17,0.8346688034188035,SO,
rand2,1.0,8,2,7.55,0.12934602649006624,TW,
rand2,1.0,16,2,7.08,0.13793255649717515,TW,
rand2,1.0,32,2,7.44,0.1312584005376344,TW,
rand2,1.0,64,2,8.12,0.12026631773399016,TW,
rand2,1.0,128,2,7.28,0.13414320054945053,TW,
rand2,1.0,256,2,7.83,0.12472062579821201,TW,
rand2,2.0,8,2,8.77,0.22270524515393386,AOSO2,
rand2,2.0,16,2,3.05,0.6403688524590164,AOSO2,AOSO2
rand2,2.0,32,2,2.14,0.9126752336448598,AOSO2,
rand2,2.0,64,2,1.73,1.1289739884393064,AOSO2,
rand2,2.0,128,2,1.94,1.0067654639175259,AOSO2,AOSO2
rand2,2.0,256,2,1.69,1.1556952662721893,AOSO2,AOSO2
rand2,2.0,8,2,12.75,0.15318627450980393,BM,
rand2,2.0,16,2,9.93,0.19668932527693858,BM,
rand2,2.0,32,2,7.02,0.2782229344729345,BM,
rand2,2.0,64,2,4.89,0.3994120654396728,BM,
rand2,2.0,128,2,4.53,0.4311534216335541,BM,
rand2,2.0,256,2,3.96,0.49321338383838387,BM,
rand2,2.0,8,2,10.75,0.1816860465116279,BMH-SBNDM,
rand2,2.0,16,2,7.39,0.2642929634641407,BMH-SBNDM,
rand2,2.0,32,2,2.35,0.8311170212765957,BMH-SBNDM,
rand2,2.0,64,2,2.95,0.6620762711864406,BMH-SBNDM,
rand2,2.0,128,2,2.91,0.6711769759450171,BMH-SBNDM,
rand2,2.0,256,2,4.31,0.45316125290023207,BMH-SBNDM,
rand2,2.0,8,2,9.42,0.20733811040339703,BNDM,
rand2,2.0,16,2,4.12,0.4740594660194175,BNDM,
rand2,2.0,32,2,1.9,1.0279605263157894,BNDM,
rand2,2.0,64,2,1.99,0.981469849246231,BNDM,
rand2,2.0,128,2,2.49,0.7843875502008031,BNDM,
rand2,2.0,256,2,2.37,0.8241033755274261,BNDM,
rand2,2.0,8,2,23.96,0.08151606844741235,FAOSO4,
rand2,2.0,16,2,8.14,0.23994164619164618,FAOSO4,
rand2,2.0,32,2,1.81,1.0790745856353592,FAOSO4,
rand2,2.0,64,2,1.69,1.1556952662721893,FAOSO4,
rand2,2.0,128,2,1.94,1.0067654639175259,FAOSO4,FAOSO4
rand2,2.0,256,2,1.74,1.122485632183908,FAOSO4,
rand2,2.0,8,2,11.67,0.16736289631533846,FS,
rand2,2.0,16,2,7.94,0.24598551637279598,FS,
rand2,2.0,32,2,6.64,0.29414533132530124,FS,
rand2,2.0,64,2,3.56,0.5486306179775281,FS,
rand2,2.0,128,2,4.21,0.4639251781472684,FS,
rand2,2.0,256,2,2.32,0.841864224137931,FS,
rand2,2.0,8,2,6.64,0.29414533132530124,FSBNDM,
rand2,2.0,16,2,4.17,0.4683752997601919,FSBNDM,
rand2,2.0,32,2,1.74,1.122485632183908,FSBNDM,FSBNDM
rand2,2.0,64,2,1.8,1.0850694444444444,FSBNDM,
rand2,2.0,128,2,2.22,0.8797860360360359,FSBNDM,
rand2,2.0,256,2,2.19,0.8918378995433791,FSBNDM,
rand2,2.0,8,2,18.36,0.10637935729847495,HOR,
rand2,2.0,16,2,20.62,0.09471993210475266,HOR,
rand2,2.0,32,2,20.93,0.09331700907787864,HOR,
rand2,2.0,64,2,19.88,0.09824572434607647,HOR,
rand2,2.0,128,2,21.76,0.08975758272058823,HOR,
rand2,2.0,256,2,20.05,0.09741271820448877,HOR,
rand2,2.0,8,2,4.26,0.4584800469483568,KR,
rand2,2.0,16,2,4.29,0.45527389277389274,KR,
rand2,2.0,32,2,3.7,0.5278716216216215,KR,
rand2,2.0,64,2,2.44,0.8004610655737705,KR,
rand2,2.0,128,2,3.27,0.5972859327217125,KR,
rand2,2.0,256,2,2.87,0.6805313588850174,KR,
rand2,2.0,8,2,9.45,0.20667989417989419,LBNDM,
rand2,2.0,16,2,5.8,0.33674568965517243,LBNDM,
rand2,2.0,32,2,3.37,0.5795623145400594,LBNDM,
rand2,2.0,64,2,2.64,0.7398200757575758,LBNDM,
rand2,2.0,128,2,19.86,0.09834466263846929,LBNDM,
rand2,2.0,256,2,39.79,0.04908582558431767,LBNDM,
rand2,2.0,8,2,16.17,0.12078695114409399,RAITA,
rand2,2.0,16,2,16.66,0.117234393757503,RAITA,
rand2,2.0,32,2,18.32,0.1066116266375546,RAITA,
rand2,2.0,64,2,17.57,0.11116249288560044,RAITA,
rand2,2.0,128,2,18.65,0.10472520107238606,RAITA,
rand2,2.0,256,2,16.03,0.12184185901434809,RAITA,
rand2,2.0,8,2,2.11,0.9256516587677726,SO,SO
rand2,2.0,16,2,3.46,0.5644869942196532,SO,
rand2,2.0,32,2,2.95,0.6620762711864406,SO,
rand2,2.0,64,2,1.37,1.4256386861313868,SO,SO
rand2,2.0,128,2,2.17,0.9000576036866359,SO,
rand2,2.0,256,2,1.83,1.0672814207650272,SO,
rand2,2.0,8,2,17.23,0.1133560650029019,TW,
rand2,2.0,16,2,14.94,0.13073125836680052,TW,
rand2,2.0,32,2,15.84,0.12330334595959597,TW,
rand2,2.0,64,2,16.09,0.1213875077688005,TW,
rand2,2.0,128,2,16.84,0.1159812945368171,TW,
rand2,2.0,256,2,15.7,0.12440286624203821,TW,
rand2,4.0,8,2,20.71,0.18861661033317237,AOSO2,
rand2,4.0,16,2,5.49,0.7115209471766848,AOSO2,
rand2,4.0,32,2,2.94,1.328656462585034,AOSO2,AOSO2
rand2,4.0,64,2,3.97,0.9839420654911839,AOSO2,AOSO2
rand2,4.0,128,2,4.44,0.8797860360360359,AOSO2,
rand2,4.0,256,2,3.21,1.2169003115264796,AOSO2,
rand2,4.0,8,2,26.32,0.1484137537993921,BM,
rand2,4.0,16,2,18.75,0.20833333333333334,BM,
rand2,4.0,32,2,15.28,0.2556446335078534,BM,
rand2,4.0,64,2,12.17,0.3209737058340181,BM,
rand2,4.0,128,2,7.87,0.4963468869123253,BM,
rand2,4.0,256,2,6.71,0.5821535022354695,BM,
rand2,4.0,8,2,22.72,0.1719300176056338,BMH-SBNDM,
rand2,4.0,16,2,14.15,0.2760600706713781,BMH-SBNDM,
rand2,4.0,32,2,6.32,0.6180775316455696,BMH-SBNDM,
rand2,4.0,64,2,7.32,0.5336407103825136,BMH-SBNDM,
rand2,4.0,128,2,7.64,0.5112892670157068,BMH-SBNDM,
rand2,4.0,256,2,6.7,0.5830223880597014,BMH-SBNDM,
rand2,4.0,8,2,18.89,0.2067893065113817,BNDM,
rand2,4.0,16,2,8.9,0.43890449438202245,BNDM,
rand2,4.0,32,2,4.35,0.8979885057471265,BNDM,
rand2,4.0,64,2,4.88,0.8004610655737705,BNDM,
rand2,4.0,128,2,5.4,0.7233796296296295,BNDM,
rand2,4.0,256,2,4.95,0.7891414141414141,BNDM,
rand2,4.0,8,2,43.9,0.08898063781321185,FAOSO4,
rand2,4.0,16,2,19.91,0.19619537920642893,FAOSO4,
rand2,4.0,32,2,5.0,0.78125,FAOSO4,
rand2,4.0,64,2,4.01,0.9741271820448878,FAOSO4,
rand2,4.0,128,2,4.14,0.9435386473429952,FAOSO4,
rand2,4.0,256,2,3.11,1.2560289389067525,FAOSO4,FAOSO4
rand2,4.0,8,2,22.76,0.17162785588752194,FS,
rand2,4.0,16,2,17.42,0.2242393800229621,FS,
rand2,4.0,32,2,12.23,0.31939901880621424,FS,
rand2,4.0,64,2,10.28,0.37998540856031127,FS,
rand2,4.0,128,2,8.82,0.4428854875283446,FS,
rand2,4.0,256,2,7.29,0.5358367626886146,FS,
rand2,4.0,8,2,15.53,0.2515292981326465,FSBNDM,
rand2,4.0,16,2,7.9,0.4944620253164556,FSBNDM,
rand2,4.0,32,2,3.89,1.0041773778920309,FSBNDM,
rand2,4.0,64,2,4.3,0.9084302325581395,FSBNDM,
rand2,4.0,128,2,3.43,1.1388483965014575,FSBNDM,FSBNDM
rand2,4.0,256,2,4.73,0.825845665961945,FSBNDM,
rand2,4.0,8,2,42.47,0.09197668942783141,HOR,
rand2,4.0,16,2,40.88,0.09555406066536203,HOR,
rand2,4.0,32,2,41.84,0.0933616156787763,HOR,
rand2,4.0,64,2,46.35,0.08427723840345198,HOR,
rand2,4.0,128,2,44.17,0.08843672175684854,HOR,
rand2,4.0,256,2,43.32,0.0901719759926131,HOR,
rand2,4.0,8,2,7.43,0.5257402422611037,KR,
rand2,4.0,16,2,5.1,0.7659313725490197,KR,
rand2,4.0,32,2,6.81,0.5736049926578561,KR,
rand2,4.0,64,2,6.69,0.5838938714499252,KR,
rand2,4.0,128,2,7.92,0.49321338383838387,KR,
rand2,4.0,256,2,6.24,0.6260016025641025,KR,
rand2,4.0,8,2,23.07,0.16932162982228002,LBNDM,
rand2,4.0,16,2,10.91,0.3580430797433547,LBNDM,
rand2,4.0,32,2,6.42,0.6084501557632398,LBNDM,
rand2,4.0,64,2,6.42,0.6084501557632398,LBNDM,
rand2,4.0,128,2,36.08,0.10826635254988914,LBNDM,
rand2,4.0,256,2,77.41,0.05046182663738535,LBNDM,
rand2,4.0,8,2,35.87,0.10890019514914973,RAITA,
rand2,4.0,16,2,36.5,0.10702054794520548,RAITA,
rand2,4.0,32,2,36.86,0.10597531199131852,RAITA,
rand2,4.0,64,2,40.62,0.09616568193008371,RAITA,
rand2,4.0,128,2,39.96,0.097754004004004,RAITA,
rand2,4.0,256,2,39.83,0.09807306050715542,RAITA,
rand2,4.0,8,2,5.01,0.779690618762475,SO,SO
rand2,4.0,16,2,4.94,0.7907388663967612,SO,SO
rand2,4.0,32,2,3.94,0.9914340101522842,SO,
rand2,4.0,64,2,6.64,0.5882906626506025,SO,
rand2,4.0,128,2,5.49,0.7115209471766848,SO,
rand2,4.0,256,2,5.02,0.7781374501992032,SO,
rand2,4.0,8,2,34.34,0.11375218404193359,TW,
rand2,4.0,16,2,30.42,0.12841058514135437,TW,
rand2,4.0,32,2,31.93,0.12233792671468839,TW,
rand2,4.0,64,2,32.9,0.11873100303951369,TW,
rand2,4.0,128,2,33.43,0.11684863894705354,TW,
rand2,4.0,256,2,33.94,0.11509281084266354,TW,
rand4,1.0,8,4,0.71,1.3754401408450705,AOSO2,AOSO2
rand4,1.0,16,4,1.59,0.614190251572327,AOSO2,
rand4,1.0,32,4,0.56,1.743861607142857,AOSO2,
rand4,1.0,64,4,1.04,0.9390024038461537,AOSO2,
rand4,1.0,128,4,1.07,0.9126752336448598,AOSO2,
rand4,1.0,256,4,0.69,1.415307971014493,AOSO2,
rand4,1.0,8,4,3.62,0.2697686464088398,BM,
rand4,1.0,16,4,3.33,0.293262012012012,BM,
rand4,1.0,32,4,2.56,0.3814697265625,BM,
rand4,1.0,64,4,1.35,0.7233796296296295,BM,
rand4,1.0,128,4,1.65,0.5918560606060607,BM,
rand4,1.0,256,4,1.1,0.8877840909090908,BM,
rand4,1.0,8,4,2.22,0.43989301801801795,BMH-SBNDM,
rand4,1.0,16,4,1.66,0.5882906626506025,BMH-SBNDM,
rand4,1.0,32,4,0.78,1.252003205128205,BMH-SBNDM,
rand4,1.0,64,4,0.86,1.1355377906976745,BMH-SBNDM,
rand4,1.0,128,4,1.25,0.78125,BMH-SBNDM,
rand4,1.0,256,4,0.76,1.284950657894737,BMH-SBNDM,
rand4,1.0,8,4,1.84,0.5307404891304347,BNDM,
rand4,1.0,16,4,0.83,1.176581325301205,BNDM,
rand4,1.0,32,4,0.47,2.077792553191489,BNDM,
rand4,1.0,64,4,0.49,1.992984693877551,BNDM,
rand4,1.0,128,4,0.95,1.0279605263157894,BNDM,
rand4,1.0,256,4,0.48,2.0345052083333335,BNDM,
rand4,1.0,8,4,3.26,0.2995590490797546,FAOSO4,
rand4,1.0,16,4,0.55,1.7755681818181817,FAOSO4,FAOSO4
rand4,1.0,32,4,0.38,2.569901315789474,FAOSO4,FAOSO4
rand4,1.0,64,4,0.37,2.639358108108108,FAOSO4,FAOSO4
rand4,1.0,128,4,0.35,2.7901785714285716,FAOSO4,FAOSO4
rand4,1.0,256,4,0.43,2.271075581395349,FAOSO4,FAOSO4
rand4,1.0,8,4,2.38,0.4103203781512605,FS,
rand4,1.0,16,4,2.25,0.43402777777777773,FS,
rand4,1.0,32,4,2.74,0.3564096715328467,FS,
rand4,1.0,64,4,1.67,0.5847679640718564,FS,
rand4,1.0,128,4,0.95,1.0279605263157894,FS,
rand4,1.0,256,4,0.9,1.0850694444444444,FS,
rand4,1.0,8,4,1.12,0.8719308035714285,FSBNDM,
rand4,1.0,16,4,0.71,1.3754401408450705,FSBNDM,
rand4,1.0,32,4,0.43,2.271075581395349,FSBNDM,
rand4,1.0,64,4,0.49,1.992984693877551,FSBNDM,
rand4,1.0,128,4,0.43,2.271075581395349,FSBNDM,
rand4,1.0,256,4,0.43,2.271075581395349,FSBNDM,FSBNDM
rand4,1.0,8,4,3.84,0.2543131510416667,HOR,
rand4,1.0,16,4,3.93,0.24848918575063614,HOR,
rand4,1.0,32,4,3.08,0.3170657467532467,HOR,
rand4,1.0,64,4,3.89,0.2510443444730077,HOR,
rand4,1.0,128,4,3.0,0.3255208333333333,HOR,
rand4,1.0,256,4,2.48,0.39377520161290325,HOR,
rand4,1.0,8,4,1.92,0.5086263020833334,KR,
rand4,1.0,16,4,1.95,0.5008012820512822,KR,
rand4,1.0,32,4,0.93,1.0500672043010753,KR,
rand4,1.0,64,4,1.59,0.614190251572327,KR,
rand4,1.0,128,4,1.42,0.6877200704225352,KR,
rand4,1.0,256,4,2.59,0.3770511583011583,KR,
rand4,1.0,8,4,2.47,0.3953694331983806,LBNDM,
rand4,1.0,16,4,1.38,0.7076539855072465,LBNDM,
rand4,1.0,32,4,1.03,0.948118932038835,LBNDM,
rand4,1.0,64,4,0.53,1.842570754716981,LBNDM,
rand4,1.0,128,4,0.44,2.2194602272727275,LBNDM,
rand4,1.0,256,4,2.24,0.43596540178571425,LBNDM,
rand4,1.0,8,4,2.91,0.33558848797250856,RAITA,
rand4,1.0,16,4,2.12,0.46064268867924524,RAITA,
rand4,1.0,32,4,2.72,0.3590303308823529,RAITA,
rand4,1.0,64,4,3.04,0.32123766447368424,RAITA,
rand4,1.0,128,4,2.72,0.3590303308823529,RAITA,
rand4,1.0,256,4,2.79,0.35002240143369173,RAITA,
rand4,1.0,8,4,0.79,1.2361550632911391,SO,
rand4,1.0,16,4,1.43,0.6829108391608393,SO,
rand4,1.0,32,4,1.71,0.5710891812865497,SO,
rand4,1.0,64,4,1.29,0.7570251937984496,SO,
rand4,1.0,128,4,1.66,0.5882906626506025,SO,
rand4,1.0,256,4,0.78,1.252003205128205,SO,
rand4,1.0,8,4,4.93,0.19808569979716026,TW,
rand4,1.0,16,4,5.49,0.1778802367941712,TW,
rand4,1.0,32,4,4.81,0.20302754677754678,TW,
rand4,1.0,64,4,6.58,0.1484137537993921,TW,
rand4,1.0,128,4,6.04,0.1616825331125828,TW,
rand4,1.0,256,4,5.72,0.17072770979020982,TW,
rand4,2.0,8,4,2.52,0.7750496031746031,AOSO2,
rand4,2.0,16,4,2.15,0.9084302325581395,AOSO2,
rand4,2.0,32,4,2.58,0.7570251937984496,AOSO2,
rand4,2.0,64,4,1.84,1.0614809782608694,AOSO2,
rand4,2.0,128,4,2.79,0.7000448028673835,AOSO2,
rand4,2.0,256,4,1.72,1.1355377906976745,AOSO2,
rand4,2.0,8,4,7.83,0.24944125159642402,BM,
rand4,2.0,16,4,6.42,0.3042250778816199,BM,
rand4,2.0,32,4,5.1,0.38296568627450983,BM,
rand4,2.0,64,4,4.71,0.41467622080679406,BM,
rand4,2.0,128,4,3.91,0.4995204603580563,BM,
rand4,2.0,256,4,3.57,0.5470938375350141,BM,
rand4,2.0,8,4,5.95,0.3282563025210084,BMH-SBNDM,
rand4,2.0,16,4,4.27,0.45740632318501173,BMH-SBNDM,
rand4,2.0,32,4,2.66,0.7342575187969924,BMH-SBNDM,
rand4,2.0,64,4,2.6,0.751201923076923,BMH-SBNDM,
rand4,2.0,128,4,2.6,0.751201923076923,BMH-SBNDM,
rand4,2.0,256,4,2.21,0.8837669683257918,BMH-SBNDM,
rand4,2.0,8,4,3.22,0.6065605590062111,BNDM,
rand4,2.0,16,4,3.61,0.5410318559556787,BNDM,
rand4,2.0,32,4,1.57,1.244028662420382,BNDM,
rand4,2.0,64,4,2.44,0.8004610655737705,BNDM,
rand4,2.0,128,4,1.04,1.8780048076923075,BNDM,
rand4,2.0,256,4,1.51,1.2934602649006623,BNDM,
rand4,2.0,8,4,6.12,0.31913807189542487,FAOSO4,
rand4,2.0,16,4,0.95,2.0559210526315788,FAOSO4,FAOSO4
rand4,2.0,32,4,0.71,2.750880281690141,FAOSO4,FAOSO4
rand4,2.0,64,4,0.77,2.536525974025974,FAOSO4,FAOSO4
rand4,2.0,128,4,0.76,2.569901315789474,FAOSO4,FAOSO4
rand4,2.0,256,4,1.26,1.5500992063492063,FAOSO4,FAOSO4
rand4,2.0,8,4,6.15,0.3175813008130081,FS,
rand4,2.0,16,4,4.46,0.43792040358744394,FS,
rand4,2.0,32,4,5.57,0.3506508078994614,FS,
rand4,2.0,64,4,4.37,0.44693935926773454,FS,
rand4,2.0,128,4,3.55,0.5501760563380282,FS,
rand4,2.0,256,4,3.73,0.5236260053619303,FS,
rand4,2.0,8,4,3.8,0.5139802631578947,FSBNDM,
rand4,2.0,16,4,1.37,1.4256386861313868,FSBNDM,
rand4,2.0,32,4,0.9,2.170138888888889,FSBNDM,
rand4,2.0,64,4,0.96,2.0345052083333335,FSBNDM,
rand4,2.0,128,4,0.93,2.1001344086021505,FSBNDM,
rand4,2.0,256,4,1.41,1.385195035460993,FSBNDM,
rand4,2.0,8,4,7.04,0.27743252840909094,HOR,
rand4,2.0,16,4,7.42,0.2632243935309973,HOR,
rand4,2.0,32,4,7.74,0.25234173126614984,HOR,
rand4,2.0,64,4,7.29,0.2679183813443073,HOR,
rand4,2.0,128,4,8.79,0.22219852104664392,HOR,
rand4,2.0,256,4,7.61,0.25665243101182655,HOR,
rand4,2.0,8,4,4.11,0.4752128953771289,KR,
rand4,2.0,16,4,3.37,0.5795623145400594,KR,
rand4,2.0,32,4,3.43,0.5694241982507288,KR,
rand4,2.0,64,4,3.36,0.5812872023809523,KR,
rand4,2.0,128,4,3.69,0.5293021680216803,KR,
rand4,2.0,256,4,3.19,0.6122648902821317,KR,
rand4,2.0,8,4,5.51,0.35446914700544463,LBNDM,
rand4,2.0,16,4,2.42,0.8070764462809917,LBNDM,
rand4,2.0,32,4,1.93,1.0119818652849741,LBNDM,
rand4,2.0,64,4,1.48,1.319679054054054,LBNDM,
rand4,2.0,128,4,1.0,1.953125,LBNDM,
rand4,2.0,256,4,4.94,0.3953694331983806,LBNDM,
rand4,2.0,8,4,5.87,0.33272998296422485,RAITA,
rand4,2.0,16,4,6.18,0.31603964401294504,RAITA,
rand4,2.0,32,4,6.54,0.29864296636085624,RAITA,
rand4,2.0,64,4,5.76,0.3390842013888889,RAITA,
rand4,2.0,128,4,7.35,0.26573129251700683,RAITA,
rand4,2.0,256,4,6.51,0.30001920122887865,RAITA,
rand4,2.0,8,4,2.32,0.841864224137931,SO,SO
rand4,2.0,16,4,2.55,0.7659313725490197,SO,
rand4,2.0,32,4,2.0,0.9765625,SO,
rand4,2.0,64,4,1.88,1.0388962765957446,SO,
rand4,2.0,128,4,2.97,0.657617845117845,SO,
rand4,2.0,256,4,2.11,0.9256516587677726,SO,
rand4,2.0,8,4,11.11,0.17579882988298828,TW,
rand4,2.0,16,4,11.98,0.1630321368948247,TW,
rand4,2.0,32,4,11.08,0.17627481949458484,TW,
rand4,2.0,64,4,13.19,0.1480761940864291,TW,
rand4,2.0,128,4,12.52,0.15600039936102236,TW,
rand4,2.0,256,4,11.64,0.16779424398625428,TW,
rand4,4.0,8,4,5.49,0.7115209471766848,AOSO2,AOSO2
rand4,4.0,16,4,5.0,0.78125,AOSO2,
rand4,4.0,32,4,5.6,0.6975446428571429,AOSO2,
rand4,4.0,64,4,4.35,0.8979885057471265,AOSO2,
rand4,4.0,128,4,4.3,0.9084302325581395,AOSO2,
rand4,4.0,256,4,4.32,0.904224537037037,AOSO2,
rand4,4.0,8,4,14.76,0.26465108401084014,BM,
rand4,4.0,16,4,14.07,0.2776297085998578,BM,
rand4,4.0,32,4,13.47,0.289996288047513,BM,
rand4,4.0,64,4,9.49,0.41161749209694415,BM,
rand4,4.0,128,4,8.13,0.4804735547355473,BM,
rand4,4.0,256,4,8.16,0.47870710784313725,BM,
rand4,4.0,8,4,13.54,0.2884970457902511,BMH-SBNDM,
rand4,4.0,16,4,8.12,0.48106527093596063,BMH-SBNDM,
rand4,4.0,32,4,4.9,0.7971938775510203,BMH-SBNDM,
rand4,4.0,64,4,6.63,0.5891779788838613,BMH-SBNDM,
rand4,4.0,128,4,5.35,0.7301401869158879,BMH-SBNDM,
rand4,4.0,256,4,5.88,0.664328231292517,BMH-SBNDM,
rand4,4.0,8,4,10.54,0.37061195445920303,BNDM,
rand4,4.0,16,4,5.59,0.6987924865831843,BNDM,
rand4,4.0,32,4,3.1,1.2600806451612903,BNDM,
rand4,4.0,64,4,4.19,0.9322792362768496,BNDM,
rand4,4.0,128,4,4.04,0.9668935643564356,BNDM,
rand4,4.0,256,4,3.96,0.9864267676767677,BNDM,
rand4,4.0,8,4,16.02,0.2438358302122347,FAOSO4,
rand4,4.0,16,4,3.5,1.1160714285714286,FAOSO4,FAOSO4
rand4,4.0,32,4,2.59,1.5082046332046333,FAOSO4,FAOSO4
rand4,4.0,64,4,2.03,1.9242610837438425,FAOSO4,FAOSO4
rand4,4.0,128,4,1.97,1.9828680203045683,FAOSO4,FAOSO4
rand4,4.0,256,4,1.93,2.0239637305699483,FAOSO4,FAOSO4
rand4,4.0,8,4,14.22,0.2747011251758087,FS,
rand4,4.0,16,4,10.93,0.35738792314730106,FS,
rand4,4.0,32,4,9.24,0.422754329004329,FS,
rand4,4.0,64,4,7.59,0.5146574440052701,FS,
rand4,4.0,128,4,8.04,0.4858519900497513,FS,
rand4,4.0,256,4,5.66,0.6901501766784452,FS,
rand4,4.0,8,4,7.82,0.4995204603580563,FSBNDM,
rand4,4.0,16,4,4.55,0.8585164835164835,FSBNDM,
rand4,4.0,32,4,3.27,1.194571865443425,FSBNDM,
rand4,4.0,64,4,3.79,1.0306728232189974,FSBNDM,
rand4,4.0,128,4,2.85,1.3706140350877192,FSBNDM,
rand4,4.0,256,4,2.71,1.441420664206642,FSBNDM,
rand4,4.0,8,4,16.71,0.2337672052663076,HOR,
rand4,4.0,16,4,15.9,0.2456761006289308,HOR,
rand4,4.0,32,4,14.81,0.26375759621877104,HOR,
rand4,4.0,64,4,15.45,0.252831715210356,HOR,
rand4,4.0,128,4,12.96,0.3014081790123457,HOR,
rand4,4.0,256,4,13.93,0.2804199569274946,HOR,
rand4,4.0,8,4,6.34,0.6161277602523659,KR,
rand4,4.0,16,4,8.33,0.468937575030012,KR,
rand4,4.0,32,4,5.73,0.6817190226876091,KR,
rand4,4.0,64,4,8.49,0.4601001177856301,KR,
rand4,4.0,128,4,5.73,0.6817190226876091,KR,
rand4,4.0,256,4,6.82,0.5727639296187682,KR,
rand4,4.0,8,4,12.25,0.31887755102040816,LBNDM,
